day,avg_sentiment
2022-03-31,0.7582477606012501
2022-04-01,0.75824987434097
2022-04-02,0.6772883310369999
2022-04-03,0.6772904447767298
2022-04-04,0.6772925585164501
2022-04-05,0.67729467225618
2022-04-06,0.91923714823027
2022-04-07,0.78686228857522
2022-04-08,0.78686440231495
2022-04-09,0.8678301730983701
2022-04-10,0.8678322868380999
2022-04-11,0.86783440057782
2022-04-12,0.58903775761706
2022-04-13,0.58903987135679
2022-04-14,0.7214189584912899
2022-04-15,0.44262231553053
2022-04-16,0.4426244292702499
2022-04-17,0.44262654300998
2022-04-18,0.4426286567497
2022-04-19,0.72142952718992
2022-04-20,0.7214316409296401
2022-04-21,0.44263499796887995
2022-04-22,0.7214358684091
2022-04-23,0.72143798214882
2022-04-24,0.6719732757721301
2022-04-25,0.39317663281137
2022-04-26,0.1143799898506099
2022-04-27,0.1143821035903399
2022-04-28,0.39318297403054997
2022-04-29,0.1143863310697898
2022-04-30,-0.16441031189089989
2022-05-01,-0.3937401347353
2022-05-02,-0.2206129663949
2022-05-03,-0.1624103397533
2022-05-04,-0.1624082260136
2022-05-05,-0.16240611227389998
2022-05-06,-0.16240399853409998
2022-05-07,0.11639687190602001
2022-05-08,0.39519774234623
2022-05-09,0.50087355818578
2022-05-10,0.5573360165314502
2022-05-11,0.27853937357069
2022-05-12,0.1642614013525699
2022-05-13,0.26153322451631
2022-05-14,0.13531767707325
2022-05-15,0.13531979081297998
2022-05-16,-0.09427868721970001
2022-05-17,-0.0058986068126
2022-05-18,0.27290226362755
2022-05-19,0.10838570662462979
2022-05-20,0.01111811094034
2022-05-21,-0.14146087083759998
2022-05-22,-0.4202575137983
2022-05-23,-0.1906548082862
2022-05-24,-0.39369151872159996
2022-05-25,-0.3936894049818
2022-05-26,-0.15512936948489991
2022-05-27,0.1236715009552099
2022-05-28,0.40247237139543
2022-05-29,0.4592409035975799
2022-05-30,0.34236583586372
2022-05-31,0.62116670630394
2022-06-01,0.62116882004366
2022-06-02,0.6227419522419401
2022-06-03,0.62274406598166
2022-06-04,0.5935564800460199
2022-06-05,0.53679217532332
2022-06-06,0.65367147053663
2022-06-07,0.65367358427636
2022-06-08,0.6536756980160799
2022-06-09,0.69234762824058
2022-06-10,0.5781703001629301
2022-06-11,0.32856335687752997
2022-06-12,0.50942367873834
2022-06-13,0.46182783606240996
2022-06-14,0.18303119310165
2022-06-15,0.18303330684138
2022-06-16,0.18303542058109998
2022-06-17,0.2972169761382099
2022-06-18,0.29721908987794
2022-06-19,0.11636299549658
2022-06-20,0.1639630656519599
2022-06-21,0.16396517939167998
2022-06-22,0.16396729313141
2022-06-23,0.16396940687114
2022-06-24,0.16397152061086
2022-06-25,0.17379111048039
2022-06-26,0.4525919809206
2022-06-27,0.4525940946603299
2022-06-28,0.7313949651005399
2022-06-29,0.73139707884027
2022-06-30,0.7313991925800001
2022-07-01,0.45260254961922997
2022-07-02,0.44278718722916
2022-07-03,0.1639905442683999
2022-07-04,0.16399265800812
2022-07-05,0.16399477174785
2022-07-06,0.16399688548757
2022-07-07,-0.1147997574730999
2022-07-08,0.14452681435409
2022-07-09,0.42332768479431
2022-07-10,0.70212855523452
2022-07-11,0.42333191227376
2022-07-12,0.38081520472213
2022-07-13,0.21312296982071002
2022-07-14,0.21312508356043
2022-07-15,0.23260149591309
2022-07-16,0.23260360965281998
2022-07-17,0.23260572339254998
2022-07-18,0.2777941518433099
2022-07-19,0.3024130462433
2022-07-20,0.20441967522383
2022-07-21,0.48322054566404
2022-07-22,0.4832226594037699
2022-07-23,0.46439083077547
2022-07-24,0.18559418781471002
2022-07-25,0.41920874354389
2022-07-26,0.4371128979146999
2022-07-27,0.7028048450547799
2022-07-28,0.7028069587945
2022-07-29,0.70280907253423
2022-07-30,0.57034448844255
2022-07-31,0.8491453588827701
2022-08-01,0.77457482047286
2022-08-02,0.5559712193492801
2022-08-03,0.27717457638852
2022-08-04,0.27717669012824997
2022-08-05,0.27717880386796995
2022-08-06,0.42848155780712005
2022-08-07,0.42848367154684003
2022-08-08,0.5030584374362
2022-08-09,0.44286750933875
2022-08-10,0.44286962307847
2022-08-11,0.4428717368181999
2022-08-12,0.4428738505579199
2022-08-13,0.44287596429764997
2022-08-14,0.16407932133689002
2022-08-15,0.1640814350766099
2022-08-16,0.44288230551683
2022-08-17,0.72168317595704
2022-08-18,0.60374024773255
2022-08-19,0.60374236147228
2022-08-20,0.6037444752120099
2022-08-21,0.84564160553173
2022-08-22,0.8456437192714601
2022-08-23,0.73394043729349
2022-08-24,0.58786682883385
2022-08-25,0.4270152278373
2022-08-26,0.42701734157703
2022-08-27,0.1482206986162599
2022-08-28,0.18512655247647988
2022-08-29,0.1851286662162
2022-08-30,0.018037418973140002
2022-08-31,0.0381968557555699
2022-09-01,0.038198969495299995
2022-09-02,0.015319102215469999
2022-09-03,0.0153212159552
2022-09-04,-0.062273834538099995
2022-09-05,-0.0622717207984
2022-09-06,0.21652914964174
2022-09-07,0.06365090583763999
2022-09-08,0.3424517762778499
2022-09-09,0.15818700593905002
2022-09-10,0.4369878763792599
2022-09-11,0.5145871543521099
2022-09-12,0.51458926809183
2022-09-13,0.5145913818315601
2022-09-14,0.79339225227177
2022-09-15,0.5145956093110099
2022-09-16,0.4429478314483299
2022-09-17,0.16415118848757
2022-09-18,0.06783337128019
2022-09-19,-0.0226142795445999
2022-09-20,-0.3014109225053
2022-09-21,-0.5802075654661
2022-09-22,-0.3014066950259
2022-09-23,-0.0226058245857
2022-09-24,0.2561950458545
2022-09-25,0.35251709054132996
2022-09-26,0.4156699332594599
2022-09-27,0.41567204699919
2022-09-28,0.53784840619322
2022-09-29,0.5018563447591899
2022-09-30,0.40286572311163
2022-10-01,0.12406908015086991
2022-10-02,-0.1547275628098
2022-10-03,-0.127426413484
2022-10-04,0.15137445695618
2022-10-05,0.029202325241599998
2022-10-06,0.01285716354787
2022-10-07,-0.1669467440256
2022-10-08,-0.009389995236299999
2022-10-09,0.26941087520384
2022-10-10,0.26941298894357
2022-10-11,-0.0093836540170999
2022-10-12,0.04350946718474
2022-10-13,-0.1829457251687
2022-10-14,0.09585514527141
2022-10-15,0.21710138066211
2022-10-16,-0.06169526229860001
2022-10-17,-0.34049190525940004
2022-10-18,-0.3404897915196
2022-10-19,-0.39337868524209996
2022-10-20,-0.39337657150239996
2022-10-21,-0.5437895627918
2022-10-22,-0.5437874490521
2022-10-23,-0.3488605777003
2022-10-24,-0.2613883399912
2022-10-25,0.01741253044892
2022-10-26,0.13051934083867
2022-10-27,0.13052145457839
2022-10-28,0.28093867334725997
2022-10-29,0.0021420303865
2022-10-30,0.08601814321470991
2022-10-31,0.27734888968554
2022-11-01,0.27735100342527
2022-11-02,0.44304717721546
2022-11-03,0.44304929095518
2022-11-04,0.16425264799442
2022-11-05,0.44305351843463997
2022-11-06,0.3956227979358799
2022-11-07,0.3956249116755999
2022-11-08,0.11682826871484
2022-11-09,-0.1619683742459
2022-11-10,0.1168324961942899
2022-11-11,0.11683460993401999
2022-11-12,-0.16196203302669998
2022-11-13,-0.1519675735479999
2022-11-14,-0.1519654598082999
2022-11-15,-0.049155776167
2022-11-16,-0.0491536624272
2022-11-17,-0.327950305388
2022-11-18,-0.049149434947800004
2022-11-19,0.22965143549237
2022-11-20,-0.0117047189688
2022-11-21,-0.0117026052291
2022-11-22,-0.1145080613909
2022-11-23,-0.1145059476512
2022-11-24,-0.1145038339115
2022-11-25,-0.1145017201718
2022-11-26,-0.3932983631324999
2022-11-27,-0.1144974926923
2022-11-28,-0.1144953789526
2022-11-29,0.00929239794165
2022-11-30,0.28809326838186
2022-12-01,0.28809538212159
2022-12-02,0.009298739160829999
2022-12-03,0.2880996096010399
2022-12-04,0.28810172334077
2022-12-05,0.10890488266713
2022-12-06,0.10934703975502001
2022-12-07,-0.16944960320570002
2022-12-08,-0.169447489466
2022-12-09,-0.1694453757262
2022-12-10,-0.448242018687
2022-12-11,-0.7270386616478
2022-12-12,-0.6161521613429
2022-12-13,-0.4615769974054
2022-12-14,-0.1827761269651999
2022-12-15,-0.1827740132253999
2022-12-16,-0.0632129149187
2022-12-17,0.21558795552147988
2022-12-18,0.41405579495146
2022-12-19,0.2035737198388999
2022-12-20,-0.0752229231218
2022-12-21,-0.3540195660825999
2022-12-22,-0.0752186956424
2022-12-23,-0.0404911635153
2022-12-24,-0.2006548042692
2022-12-25,-0.1683444758091
2022-12-26,0.11045639463102
2022-12-27,0.3892572650712299
2022-12-28,0.66805813551145
2022-12-29,0.6126094284962299
2022-12-30,0.70930048842357
2022-12-31,0.9167259727530099
